name,image_url,stat_value
Adam Wharton,https://img.a.transfermarkt.technology/portrait/header/744149-1716297290.jpg?lm=1,35000000
Maghnes Akliouche,https://img.a.transfermarkt.technology/portrait/header/745200-1717406573.jpg?lm=1,40000000
Mohamed Amoura,https://img.a.transfermarkt.technology/portrait/header/746910-1724771303.jpg?lm=1,32000000
Alan Varela,https://img.a.transfermarkt.technology/portrait/header/756990-1693590239.png?lm=1,35000000
Abdukodir Khusanov,https://img.a.transfermarkt.technology/portrait/header/763079-1740493347.jpg?lm=1,35000000
Pablo Barrios,https://img.a.transfermarkt.technology/portrait/header/775605-1699431384.jpg?lm=1,50000000
Nicolas Jackson,https://img.a.transfermarkt.technology/portrait/header/776890-1726227971.jpg?lm=1,55000000
Aleksandar Pavlovic,https://img.a.transfermarkt.technology/portrait/header/792380-1727098078.jpg?lm=1,50000000
Mathys Tel,https://img.a.transfermarkt.technology/portrait/header/801734-1700040486.jpg?lm=1,40000000
Warren Zaïre-Emery,https://img.a.transfermarkt.technology/portrait/header/810092-1672303575.jpg?lm=1,60000000
Eliesse Ben Seghir,https://img.a.transfermarkt.technology/portrait/header/810895-1682691420.jpg?lm=1,30000000
Alejandro Garnacho,https://img.a.transfermarkt.technology/portrait/header/811779-1703629085.jpg?lm=1,45000000
Kobbie Mainoo,https://img.a.transfermarkt.technology/portrait/header/820374-1719349758.jpg?lm=1,55000000
Kenan Yıldız,https://img.a.transfermarkt.technology/portrait/header/845654-1700467996.png?lm=1,45000000
Santiago Castro,https://img.a.transfermarkt.technology/portrait/header/849520-1724827267.jpg?lm=1,35000000
Arda Güler,https://img.a.transfermarkt.technology/portrait/header/861410-1699472585.jpg?lm=1,45000000
Dean Huijsen,https://img.a.transfermarkt.technology/portrait/header/890290-1740065734.jpg?lm=1,42000000
Ethan Nwaneri,https://img.a.transfermarkt.technology/portrait/header/890719-1730794927.jpg?lm=1,55000000
Jorrel Hato,https://img.a.transfermarkt.technology/portrait/header/904802-1701361717.jpg?lm=1,30000000
Désiré Doué,https://img.a.transfermarkt.technology/portrait/header/914562-1667317075.jpg?lm=1,60000000
Archie Gray,https://img.a.transfermarkt.technology/portrait/header/922693-1695108880.jpg?lm=1,35000000
Leny Yoro,https://img.a.transfermarkt.technology/portrait/header/923831-1701768506.jpg?lm=1,55000000
Hugo Larsson,https://img.a.transfermarkt.technology/portrait/header/931838-1696509259.jpg?lm=1,40000000
Raúl Asencio,https://img.a.transfermarkt.technology/portrait/header/935245-1731168094.jpg?lm=1,30000000
Lamine Yamal,https://img.a.transfermarkt.technology/portrait/header/937958-1720606123.jpg?lm=1,180000000
Nico Paz,https://img.a.transfermarkt.technology/portrait/header/948294-1699472504.jpg?lm=1,35000000
Pau Cubarsí,https://img.a.transfermarkt.technology/portrait/header/962110-1712779232.jpg?lm=1,70000000
Endrick,https://img.a.transfermarkt.technology/portrait/header/971570-1723665994.jpg?lm=1,40000000
Carlos Baleba,https://img.a.transfermarkt.technology/portrait/header/973085-1666690662.jpg?lm=1,35000000
Ousmane Diomande,https://img.a.transfermarkt.technology/portrait/header/974982-1676898824.jpg?lm=1,40000000
Samu Aghehowa,https://img.a.transfermarkt.technology/portrait/header/991268-1732829288.jpg?lm=1,50000000
Vitor Reis,https://img.a.transfermarkt.technology/portrait/header/1005575-1680449774.jpg?lm=1,30000000
Murillo,https://img.a.transfermarkt.technology/portrait/header/1005649-1709159139.jpg?lm=1,55000000
Yankuba Minteh,https://img.a.transfermarkt.technology/portrait/header/1012534-1694774813.jpg?lm=1,30000000
Ayyoub Bouaddi,https://img.a.transfermarkt.technology/portrait/header/1097139-1741119960.jpg?lm=1,30000000
Geovany Quenda,https://img.a.transfermarkt.technology/portrait/header/1138758-1730207849.jpg?lm=1,45000000
